year,month,State,type_of_connection,value,date,Service_provider
2011,9,Rajasthan,wireless,1224483.0,01-09-2011,HFCL / QUADRANT
2011,2,Tamil Nadu,wireless,7745365.0,01-02-2011,RELIANCE COMMUNICATIONS
2019,2,Bihar,wireless,40786.0,01-02-2019,MTNL
2022,1,Rajasthan,wireline,15500.0,01-01-2022,VODAFONE IDEA
2013,6,Karnataka,wireless,6780471.0,01-06-2013,VODAFONE IDEA
2016,2,Andhra Pradesh,wireline,1337334.0,01-02-2016,BSNL
2009,7,Chennai,wireless,1417064.0,01-07-2009,RELIANCE COMMUNICATIONS
2019,11,Kerala,wireless,117598414.0,01-11-2019,BSNL
2012,4,Madhya Pradesh,wireless,986.0,01-04-2012,TELENOR
2010,6,Rajasthan,wireless,5678598.0,01-06-2010,RELIANCE COMMUNICATIONS
2017,4,Rajasthan,wireless,1213020.0,01-04-2017,SISTEMA / MTS
2020,2,Madhya Pradesh,wireline,2280.0,01-02-2020,VODAFONE IDEA
2009,3,Delhi,wireless,388285.0,01-03-2009,SISTEMA / MTS
2018,12,Maharashtra,wireless,1647573.0,01-12-2018,TATA TELE
2014,4,Mumbai,wireline,356199.0,01-04-2014,AIRTEL
2017,8,Jammu And Kashmir,wireless,806627.0,01-08-2017,RELIANCE COMMUNICATIONS
2020,10,Karnataka,wireless,7256922.0,01-10-2020,BSNL
2017,2,West Bengal,wireline,322729.0,01-02-2017,BSNL
2018,7,Himachal Pradesh,wireless,554611.0,01-07-2018,VODAFONE IDEA
2014,5,Madhya Pradesh,wireless,17916003.0,01-05-2014,VODAFONE IDEA
2016,12,Tamil Nadu,wireless,1298346.0,01-12-2016,MTNL
2013,3,Delhi,wireless,2942096.0,01-03-2013,AIRCEL
2016,9,Punjab,wireless,2975399.0,01-09-2016,HFCL / QUADRANT
2011,12,Madhya Pradesh,wireless,4755561.0,01-12-2011,TATA TELE
2020,7,North East 1,wireline,0.0,01-07-2020,RELIANCE COMMUNICATIONS
2014,11,West Bengal,wireless,11245647.0,01-11-2014,AIRTEL
2014,11,Kolkata,wireline,790129.0,01-11-2014,BSNL
2020,1,Madhya Pradesh,wireline,13614.0,01-01-2020,TATA TELE
2016,10,Mumbai,wireline,1874426.0,01-10-2016,MTNL
2017,10,Maharashtra,wireless,2539845.0,01-10-2017,RELIANCE COMMUNICATIONS
2023,6,Andhra Pradesh,wireless,7557631.0,01-06-2023,BSNL
2021,1,Mumbai,wireline,67297.0,01-01-2021,RELIANCE COMMUNICATIONS
2021,2,West Bengal,wireline,51177.0,01-02-2021,JIO
2017,10,Rajasthan,wireless,1290260.0,01-10-2017,MTNL
2019,9,West Bengal,wireless,22264844.0,01-09-2019,VODAFONE IDEA
2009,12,Jammu And Kashmir,wireless,1724263.0,01-12-2009,AIRTEL
2020,9,Rajasthan,wireline,65473.0,01-09-2020,AIRTEL
2009,2,Karnataka,wireless,1365706.0,01-02-2009,TATA TELE
2021,3,Maharashtra,wireless,413.0,01-03-2021,RELIANCE COMMUNICATIONS
2013,1,Assam,wireless,382840.0,01-01-2013,VODAFONE IDEA
2024,9,Kolkata,wireline,0.0,01-09-2024,OTHERS
2010,7,Kolkata,wireless,667463.0,01-07-2010,VODAFONE IDEA
2016,4,Maharashtra,wireless,13434143.0,01-04-2016,AIRTEL
2011,6,Kerala,wireless,370125.0,01-06-2011,VIDEOCON
2010,6,Delhi,wireless,2468653.0,01-06-2010,MTNL
2019,3,Kolkata,wireline,39406.0,01-03-2019,RELIANCE COMMUNICATIONS
2010,12,Rajasthan,wireless,8291029.0,01-12-2010,VODAFONE IDEA
2023,7,Andhra Pradesh,wireless,6928520.0,01-07-2023,BSNL
2021,12,Tamil Nadu,wireline,1033111.0,01-12-2021,BSNL
2020,10,Delhi,wireless,18841531.0,01-10-2020,JIO
2010,8,Tamil Nadu,wireless,4749385.0,01-08-2010,TATA TELE
2016,5,Himachal Pradesh,wireline,2708.0,01-05-2016,TATA TELE
2020,2,Karnataka,wireless,28789394.0,01-02-2020,AIRTEL
2009,7,Haryana,wireless,178483.0,01-07-2009,AIRCEL
2016,3,Mumbai,wireline,250477.0,01-03-2016,RELIANCE COMMUNICATIONS
2009,5,Chhattisgarh,wireless,77223264.0,01-05-2009,HFCL / QUADRANT
2023,9,Andhra Pradesh,wireless,165045.0,01-09-2023,MTNL
2014,3,Uttar Pradesh (East),wireline,14621.0,01-03-2014,TATA TELE
2024,5,Uttar Pradesh (East),wireless,167635.0,01-05-2024,BSNL
2016,10,Madhya Pradesh,wireline,725901.0,01-10-2016,BSNL
2016,4,Haryana,wireless,2318211.0,01-04-2016,MTNL
2013,5,ALL INDIA,wireless,65265214.0,01-05-2013,TATA TELE
2017,7,Tamil Nadu,wireless,19042961.0,01-07-2017,AIRTEL
2024,3,Tamil Nadu,wireless,181317.0,01-03-2024,BSNL
2025,3,Andhra Pradesh,wireline,82230.0,01-03-2025,VODAFONE IDEA
2014,6,Maharashtra,wireline,8670.0,01-06-2014,VODAFONE IDEA
2019,7,Mumbai,wireless,116449421.0,01-07-2019,BSNL
2017,1,Karnataka,wireless,2327655.0,01-01-2017,MTNL
2017,10,Haryana,wireless,3862391.0,01-10-2017,AIRTEL
2024,1,Uttar Pradesh (East),wireline,0.0,01-01-2024,MTNL
2019,9,Assam,wireless,5552003.0,01-09-2019,VODAFONE IDEA
2012,3,Madhya Pradesh,wireless,0.0,01-03-2012,HFCL / QUADRANT
2020,11,Tamil Nadu,wireline,119795.0,01-11-2020,TATA TELE
2014,7,Rajasthan,wireless,5083671.0,01-07-2014,AIRCEL
2016,10,Gujarat,wireless,8310738.0,01-10-2016,TELENOR
2013,12,Haryana,wireless,2162246.0,01-12-2013,RELIANCE COMMUNICATIONS
2015,5,Uttar Pradesh (West),wireline,20185.0,01-05-2015,AIRTEL
2024,10,Madhya Pradesh,wireline,0.0,01-10-2024,OTHERS
2015,8,Assam,wireless,47553200.0,01-08-2015,SISTEMA / MTS
2022,1,Tamil Nadu,wireline,37180.0,01-01-2022,VODAFONE IDEA
2023,4,Punjab,wireline,2180.0,01-04-2023,VODAFONE IDEA
2020,3,Andhra Pradesh,wireline,754108.0,01-03-2020,BSNL
2024,6,North East 1,wireless,725562.0,01-06-2024,VODAFONE IDEA
2024,8,Uttar Pradesh (East),wireline,31.0,01-08-2024,RELIANCE COMMUNICATIONS
2020,5,Tamil Nadu,wireless,92107.0,01-05-2020,BSNL
2025,2,Odisha,wireless,1394725.0,01-02-2025,VODAFONE IDEA
2009,2,Andaman And Nicobar Islands,wireless,52144234.0,01-02-2009,VODAFONE IDEA
2023,4,Bihar,wireless,102851438.0,01-04-2023,BSNL
2015,6,Himachal Pradesh,wireless,1986046.0,01-06-2015,VIDEOCON
2020,1,Punjab,wireless,1186107.0,01-01-2020,MTNL
2021,8,Uttar Pradesh (East),wireless,52947.0,01-08-2021,BSNL
2017,4,Madhya Pradesh,wireless,6386873.0,01-04-2017,JIO
2022,2,Bihar,wireless,33168563.0,01-02-2022,JIO
2017,4,Kolkata,wireline,120882.0,01-04-2017,AIRTEL
2016,12,Himachal Pradesh,wireless,815885.0,01-12-2016,VODAFONE IDEA
2016,9,Madhya Pradesh,wireline,16380.0,01-09-2016,TATA TELE
2021,9,Bihar,wireline,0.0,01-09-2021,AIRTEL
2009,2,North East 2,wireline,126740.0,01-02-2009,BSNL
2024,10,West Bengal,wireline,21.0,01-10-2024,RELIANCE COMMUNICATIONS
2022,11,Bihar,wireline,8959.0,01-11-2022,TATA TELE
2022,12,Madhya Pradesh,wireline,519977.0,01-12-2022,JIO
2011,10,Rajasthan,wireless,3443590.0,01-10-2011,VODAFONE IDEA
2012,5,ALL INDIA,wireless,152487270.0,01-05-2012,VODAFONE IDEA
2014,7,Gujarat,wireline,58906.0,01-07-2014,AIRTEL
2015,2,Assam,wireless,807436.0,01-02-2015,VODAFONE IDEA
2019,3,Kolkata,wireless,921787.0,01-03-2019,TATA TELE
2017,3,Kerala,wireless,7673404.0,01-03-2017,VODAFONE IDEA
2024,7,Odisha,wireline,12928.0,01-07-2024,TATA TELE
2024,9,Delhi,wireline,0.0,01-09-2024,OTHERS
2014,1,Himachal Pradesh,wireless,784007.0,01-01-2014,AIRCEL
2014,8,Maharashtra,wireless,5598556.0,01-08-2014,BSNL
2011,3,Rajasthan,wireless,2964458.0,01-03-2011,VODAFONE IDEA
2010,2,Uttar Pradesh (East),wireless,217225.0,01-02-2010,OTHERS
2018,12,Tamil Nadu,wireless,1254382.0,01-12-2018,MTNL
2023,6,Uttar Pradesh (West),wireless,18316748.0,01-06-2023,AIRTEL
2012,10,Madhya Pradesh,wireline,241604.0,01-10-2012,AIRTEL
2013,8,Bihar,wireless,0.0,01-08-2013,HFCL / QUADRANT
2009,3,Chennai,wireline,147077.0,01-03-2009,RELIANCE COMMUNICATIONS
2015,1,Delhi,wireline,180936.0,01-01-2015,RELIANCE COMMUNICATIONS
2025,3,Gujarat,wireline,2474.0,01-03-2025,RELIANCE COMMUNICATIONS
2009,9,Mumbai,wireless,178228.0,01-09-2009,SISTEMA / MTS
2010,9,ALL INDIA,wireless,143292272.0,01-09-2010,AIRTEL
2009,5,Odisha,wireless,2202141.0,01-05-2009,RELIANCE COMMUNICATIONS
2010,10,Uttar Pradesh (West),wireless,980900.0,01-10-2010,SISTEMA / MTS
2016,4,Mumbai,wireless,2791341.0,01-04-2016,VIDEOCON
2014,1,Jammu And Kashmir,wireless,5122178.0,01-01-2014,TELENOR
2024,6,Delhi,wireline,984974.0,01-06-2024,MTNL
2023,2,Tamil Nadu,wireline,115108.0,01-02-2023,TATA TELE
2012,5,Delhi,wireline,183728.0,01-05-2012,RELIANCE COMMUNICATIONS
2015,2,Assam,wireless,6902829.0,01-02-2015,HFCL / QUADRANT
2024,10,Mumbai,wireline,0.0,01-10-2024,OTHERS
2021,11,Uttar Pradesh (East),wireline,7875.0,01-11-2021,TATA TELE
2017,7,Haryana,wireless,6019205.0,01-07-2017,VODAFONE IDEA
2020,6,Rajasthan,wireless,118216804.0,01-06-2020,BSNL
2016,6,Tamil Nadu,wireless,15624762.0,01-06-2016,VODAFONE IDEA
2023,5,Gujarat,wireless,5028454.0,01-05-2023,BSNL
2016,6,Uttar Pradesh (West),wireline,376586.0,01-06-2016,BSNL
2016,2,Andhra Pradesh,wireless,7151028.0,01-02-2016,VODAFONE IDEA
2010,7,Karnataka,wireless,527571.0,01-07-2010,OTHERS
2023,4,Delhi,wireless,18957473.0,01-04-2023,JIO
2024,11,Tamil Nadu,wireline,134563.0,01-11-2024,TATA TELE
2017,10,Madhya Pradesh,wireless,14426790.0,01-10-2017,AIRTEL
2010,9,Madhya Pradesh,wireless,63.0,01-09-2010,LOOP TELECOM
2016,4,Bihar,wireline,6879.0,01-04-2016,RELIANCE COMMUNICATIONS
2014,3,Gujarat,wireline,1590.0,01-03-2014,VODAFONE IDEA
2017,12,Rajasthan,wireline,29500.0,01-12-2017,RELIANCE COMMUNICATIONS
2012,12,Gujarat,wireline,0.0,01-12-2012,SISTEMA / MTS
2015,1,Andhra Pradesh,wireless,6926835.0,01-01-2015,VODAFONE IDEA
2020,7,Punjab,wireless,5831493.0,01-07-2020,BSNL
2015,12,Madhya Pradesh,wireline,749297.0,01-12-2015,BSNL
2024,8,North East 1,wireline,61045.0,01-08-2024,BSNL
2018,3,Mumbai,wireline,221476.0,01-03-2018,RELIANCE COMMUNICATIONS
2010,2,Jammu And Kashmir,wireline,50.0,01-02-2010,TATA TELE
2016,12,Haryana,wireless,1574039.0,01-12-2016,RELIANCE COMMUNICATIONS
2016,4,Gujarat,wireless,8527810.0,01-04-2016,AIRTEL
2015,9,Andhra Pradesh,wireline,9330.0,01-09-2015,VODAFONE IDEA
2012,12,Madhya Pradesh,wireless,4101877.0,01-12-2012,VODAFONE IDEA
2012,5,ALL INDIA,wireline,199103.0,01-05-2012,HFCL / QUADRANT
2010,5,Andhra Pradesh,wireless,6911.0,01-05-2010,SISTEMA / MTS
2018,11,Bihar,wireline,8478.0,01-11-2018,TATA TELE
2012,12,ALL INDIA,wireless,2995459.0,01-12-2012,LOOP TELECOM
2020,9,Maharashtra,wireless,7083722.0,01-09-2020,BSNL
2014,7,Himachal Pradesh,wireless,5637661.0,01-07-2014,HFCL / QUADRANT
2012,7,Maharashtra,wireline,2199355.0,01-07-2012,BSNL
2013,4,Andhra Pradesh,wireline,5580.0,01-04-2013,VODAFONE IDEA
2025,2,Haryana,wireline,39394.0,01-02-2025,TATA TELE
2020,2,Kolkata,wireless,7567960.0,01-02-2020,VODAFONE IDEA
2020,10,West Bengal,wireless,1157862.0,01-10-2020,MTNL
2016,2,Gujarat,wireline,3240.0,01-02-2016,VODAFONE IDEA
2024,5,Punjab,wireline,508274.0,01-05-2024,BSNL
2013,2,Odisha,wireless,0.0,01-02-2013,HFCL / QUADRANT
2019,7,Uttar Pradesh (West),wireline,24289.0,01-07-2019,AIRTEL
2022,3,Kerala,wireline,18781.0,01-03-2022,TATA TELE
2010,3,Gujarat,wireless,239785.0,01-03-2010,SISTEMA / MTS
2020,11,Bihar,wireless,5929468.0,01-11-2020,BSNL
2018,10,Kolkata,wireless,9886389.0,01-10-2018,VODAFONE IDEA
2020,8,Kolkata,wireline,33.0,01-08-2020,RELIANCE COMMUNICATIONS
2010,1,Kerala,wireless,5082126.0,01-01-2010,VODAFONE IDEA
2011,6,Bihar,wireless,2953045.0,01-06-2011,TELENOR
2018,9,Gujarat,wireless,1066720.0,01-09-2018,TATA TELE
2009,4,Rajasthan,wireline,122573.0,01-04-2009,SISTEMA / MTS
2025,3,Andhra Pradesh,wireline,818838.0,01-03-2025,AIRTEL
2011,8,Punjab,wireless,1445751.0,01-08-2011,HFCL / QUADRANT
2017,7,ALL INDIA,wireline,13052142.0,01-07-2017,BSNL
2020,8,Tamil Nadu,wireless,24097452.0,01-08-2020,JIO
2018,1,Tamil Nadu,wireless,2573186.0,01-01-2018,TATA TELE
2010,6,Tamil Nadu,wireless,455976.0,01-06-2010,OTHERS
2013,7,Bihar,wireless,4532902.0,01-07-2013,OTHERS
2019,11,Uttar Pradesh (East),wireless,26490350.0,01-11-2019,VODAFONE IDEA
2020,1,Rajasthan,wireless,119245717.0,01-01-2020,BSNL
2019,2,Karnataka,wireline,1026583.0,01-02-2019,BSNL
2012,2,Madhya Pradesh,wireless,307.0,01-02-2012,LOOP TELECOM
2016,11,North East 1,wireless,1296568.0,01-11-2016,MTNL
2023,4,Maharashtra,wireless,24148630.0,01-04-2023,VODAFONE IDEA
2014,4,Mumbai,wireless,1074068.0,01-04-2014,MTNL
2012,9,Tamil Nadu,wireless,8027261.0,01-09-2012,RELIANCE COMMUNICATIONS
2009,9,Rajasthan,wireless,1102424.0,01-09-2009,AIRCEL
2016,6,Karnataka,wireline,208818.0,01-06-2016,TATA TELE
2023,10,Himachal Pradesh,wireless,1541724.0,01-10-2023,BSNL
2019,4,Karnataka,wireline,46737.0,01-04-2019,VODAFONE IDEA
2020,12,Assam,wireline,37495.0,01-12-2020,JIO
2011,8,Karnataka,wireless,0.0,01-08-2011,OTHERS
2010,10,Karnataka,wireless,1313178.0,01-10-2010,AIRCEL
2014,7,Haryana,wireless,4215124.0,01-07-2014,VODAFONE IDEA
2018,10,Maharashtra,wireless,19630101.0,01-10-2018,JIO
2015,12,Haryana,wireless,2168579.0,01-12-2015,VIDEOCON
2018,8,Gujarat,wireless,20119937.0,01-08-2018,VODAFONE IDEA
2020,8,Karnataka,wireless,20734690.0,01-08-2020,JIO
2024,7,Uttar Pradesh (East),wireline,0.0,01-07-2024,MTNL
2009,8,Jammu And Kashmir,wireline,9.0,01-08-2009,TATA TELE
2012,12,Assam,wireless,120238.0,01-12-2012,TATA TELE
2012,11,Karnataka,wireless,6745251.0,01-11-2012,VODAFONE IDEA
2022,3,Karnataka,wireline,511274.0,01-03-2022,JIO
2019,5,Haryana,wireline,35618.0,01-05-2019,TATA TELE
2016,6,North East 1,wireless,495176.0,01-06-2016,VODAFONE IDEA
2020,5,Haryana,wireline,29379.0,01-05-2020,JIO
2021,10,Delhi,wireless,18811487.0,01-10-2021,JIO
2022,12,Haryana,wireline,95765.0,01-12-2022,JIO
2023,10,Jammu And Kashmir,wireless,1687496.0,01-10-2023,MTNL
2018,5,Kerala,wireless,12412150.0,01-05-2018,VODAFONE IDEA
2024,4,Mumbai,wireline,1172983.0,01-04-2024,MTNL
2018,7,Karnataka,wireless,12425648.0,01-07-2018,JIO
2022,6,West Bengal,wireline,2634.0,01-06-2022,TATA TELE
2021,11,North East 1,wireless,0.0,01-11-2021,RELIANCE COMMUNICATIONS
2015,8,ALL INDIA,wireless,62541699.0,01-08-2015,TATA TELE
2017,12,Bihar,wireline,12087.0,01-12-2017,TATA TELE
2014,8,Odisha,wireless,2190766.0,01-08-2014,VIDEOCON
2015,8,Haryana,wireless,2343027.0,01-08-2015,MTNL
2009,3,Madhya Pradesh,wireline,32667.0,01-03-2009,RELIANCE COMMUNICATIONS
2012,6,Jammu And Kashmir,wireless,0.0,01-06-2012,VIDEOCON
2012,4,Madhya Pradesh,wireless,2785744.0,01-04-2012,MTNL
2016,5,Uttar Pradesh (East),wireless,12775465.0,01-05-2016,TELENOR
2015,8,Andhra Pradesh,wireline,131402.0,01-08-2015,AIRTEL
2025,3,Himachal Pradesh,wireless,3216541.0,01-03-2025,JIO
2015,6,ALL INDIA,wireline,1689481.0,01-06-2015,TATA TELE
2009,6,Mumbai,wireless,2494270.0,01-06-2009,TATA TELE
2023,8,Punjab,wireless,265883.0,01-08-2023,MTNL
2016,1,Rajasthan,wireline,20840.0,01-01-2016,RELIANCE COMMUNICATIONS
2015,1,Mumbai,wireless,6625515.0,01-01-2015,HFCL / QUADRANT
2022,1,Kolkata,wireline,381087.0,01-01-2022,BSNL
2010,6,Kolkata,wireline,1541286.0,01-06-2010,MTNL
2017,11,Haryana,wireless,6159562.0,01-11-2017,VODAFONE IDEA
2017,10,Haryana,wireless,3832658.0,01-10-2017,JIO
2009,12,Bihar,wireless,93795613.0,01-12-2009,HFCL / QUADRANT
2015,3,Uttar Pradesh (East),wireline,1050.0,01-03-2015,VODAFONE IDEA
2014,6,Uttar Pradesh (East),wireless,7762298.0,01-06-2014,RELIANCE COMMUNICATIONS
2014,11,Uttar Pradesh (West),wireline,471972.0,01-11-2014,BSNL
2012,10,Delhi,wireless,2596110.0,01-10-2012,MTNL
2019,5,Odisha,wireless,115895287.0,01-05-2019,BSNL
2018,6,Punjab,wireless,10031756.0,01-06-2018,AIRTEL
2016,8,Haryana,wireline,0.0,01-08-2016,VODAFONE IDEA
2009,2,Andaman And Nicobar Islands,wireless,33867024.0,01-02-2009,AIRCEL
2011,2,Himachal Pradesh,wireline,13836.0,01-02-2011,TATA TELE
2012,12,Assam,wireless,0.0,01-12-2012,MTNL
2024,12,Delhi,wireline,973617.0,01-12-2024,MTNL
2018,5,Uttar Pradesh (West),wireline,301491.0,01-05-2018,BSNL
2015,4,Kerala,wireless,4006655.0,01-04-2015,AIRTEL
2015,10,Tamil Nadu,wireless,7805767.0,01-10-2015,TELENOR
2013,8,Rajasthan,wireless,6008917.0,01-08-2013,RELIANCE COMMUNICATIONS
2010,4,Mumbai,wireless,5977868.0,01-04-2010,RELIANCE COMMUNICATIONS
2022,4,ALL INDIA,wireless,3154.0,01-04-2022,RELIANCE COMMUNICATIONS
2021,10,Rajasthan,wireline,4172.0,01-10-2021,RELIANCE COMMUNICATIONS
2025,4,Kolkata,wireless,4797574.0,01-04-2025,VODAFONE IDEA
2017,11,Andhra Pradesh,wireless,2503802.0,01-11-2017,AIRCEL
2019,2,Uttar Pradesh (West),wireless,1249702.0,01-02-2019,MTNL
2023,4,Bihar,wireline,0.0,01-04-2023,HFCL / QUADRANT
2013,4,Uttar Pradesh (West),wireline,450.0,01-04-2013,VODAFONE IDEA
2013,2,Karnataka,wireless,0.0,01-02-2013,OTHERS
2015,3,Tamil Nadu,wireline,94894.0,01-03-2015,TATA TELE
2010,2,Rajasthan,wireless,1040345.0,01-02-2010,SISTEMA / MTS
2015,3,West Bengal,wireless,15044231.0,01-03-2015,VODAFONE IDEA
2023,1,Andhra Pradesh,wireline,155001.0,01-01-2023,TATA TELE
2023,4,Himachal Pradesh,wireless,458068.0,01-04-2023,VODAFONE IDEA
2016,4,Odisha,wireless,1254236.0,01-04-2016,MTNL
2012,4,Gujarat,wireless,0.0,01-04-2012,HFCL / QUADRANT
2021,12,Haryana,wireline,60652.0,01-12-2021,JIO
2015,2,Uttar Pradesh (East),wireless,9311120.0,01-02-2015,VODAFONE IDEA
2014,4,Karnataka,wireline,119488.0,01-04-2014,RELIANCE COMMUNICATIONS
2011,1,Punjab,wireline,103801.0,01-01-2011,AIRTEL
2009,7,Kerala,wireless,4382881.0,01-07-2009,LOOP TELECOM
2015,3,Rajasthan,wireless,7349644.0,01-03-2015,TELENOR
2020,12,ALL INDIA,wireline,7168723.0,01-12-2020,BSNL
2012,10,Maharashtra,wireless,15274196.0,01-10-2012,VODAFONE IDEA
2021,5,Himachal Pradesh,wireless,4201402.0,01-05-2021,JIO
2022,4,Uttar Pradesh (West),wireless,21000155.0,01-04-2022,JIO
2014,12,Madhya Pradesh,wireless,3833287.0,01-12-2014,BSNL
2014,12,Gujarat,wireline,1342812.0,01-12-2014,BSNL
2011,4,Kolkata,wireless,5074541.0,01-04-2011,RELIANCE COMMUNICATIONS
2013,5,Mumbai,wireless,1594335.0,01-05-2013,AIRCEL
2014,4,Jammu And Kashmir,wireline,186086.0,01-04-2014,BSNL
2012,2,Maharashtra,wireless,8676060.0,01-02-2012,TATA TELE
2021,10,Uttar Pradesh (West),wireline,7.0,01-10-2021,RELIANCE COMMUNICATIONS
2012,3,Bihar,wireless,9601770.0,01-03-2012,RELIANCE COMMUNICATIONS
2023,4,Bihar,wireless,37338732.0,01-04-2023,JIO
2011,12,Kolkata,wireless,2388975.0,01-12-2011,BSNL
2013,9,Tamil Nadu,wireline,3000.0,01-09-2013,VODAFONE IDEA
2013,8,Mumbai,wireline,337224.0,01-08-2013,AIRTEL
2012,9,Haryana,wireless,849452.0,01-09-2012,VIDEOCON
2009,1,Uttar Pradesh (East),wireline,5230.0,01-01-2009,TATA TELE
2024,12,Maharashtra,wireline,0.0,01-12-2024,HFCL / QUADRANT
2012,9,Assam,wireline,2765.0,01-09-2012,TATA TELE
2021,9,Haryana,wireless,8027162.0,01-09-2021,VODAFONE IDEA
2023,3,Madhya Pradesh,wireless,5340998.0,01-03-2023,BSNL
2024,6,Maharashtra,wireline,408507.0,01-06-2024,JIO
2013,2,Rajasthan,wireline,24750.0,01-02-2013,RELIANCE COMMUNICATIONS
2010,10,Assam,wireless,7121765.0,01-10-2010,LOOP TELECOM
2014,8,ALL INDIA,wireline,70590.0,01-08-2014,VODAFONE IDEA
2012,5,Madhya Pradesh,wireless,9918789.0,01-05-2012,AIRTEL
2010,7,Rajasthan,wireless,4765913.0,01-07-2010,BSNL
2012,9,Karnataka,wireless,0.0,01-09-2012,LOOP TELECOM
2013,2,Uttar Pradesh (East),wireless,9690036.0,01-02-2013,RELIANCE COMMUNICATIONS
2011,8,Andhra Pradesh,wireless,0.0,01-08-2011,OTHERS
2011,7,Gujarat,wireline,1671118.0,01-07-2011,BSNL
2024,11,Karnataka,wireless,92051809.0,01-11-2024,BSNL
2020,1,Rajasthan,wireline,41266.0,01-01-2020,JIO
2025,3,Himachal Pradesh,wireline,0.0,01-03-2025,MTNL
2024,5,Kerala,wireless,13561115.0,01-05-2024,VODAFONE IDEA
2017,4,Assam,wireless,1619174.0,01-04-2017,JIO
2014,4,Punjab,wireless,2819649.0,01-04-2014,LOOP TELECOM
2013,6,Madhya Pradesh,wireless,0.0,01-06-2013,HFCL / QUADRANT
2010,2,Madhya Pradesh,wireless,134384.0,01-02-2010,OTHERS
2022,3,Delhi,wireline,1773430.0,01-03-2022,AIRTEL
2021,4,Uttar Pradesh (West),wireless,256.0,01-04-2021,RELIANCE COMMUNICATIONS
2010,9,ALL INDIA,wireless,117337370.0,01-09-2010,RELIANCE COMMUNICATIONS
2024,1,Karnataka,wireline,405027.0,01-01-2024,TATA TELE
2022,10,Haryana,wireless,108688518.0,01-10-2022,BSNL
2010,1,Maharashtra,wireless,247480.0,01-01-2010,AIRCEL
2021,10,Kerala,wireless,10720778.0,01-10-2021,BSNL
2012,7,Tamil Nadu,wireless,0.0,01-07-2012,OTHERS
2011,11,Punjab,wireline,105129.0,01-11-2011,AIRTEL
2015,10,Mumbai,wireless,3341243.0,01-10-2015,TATA TELE
2013,5,ALL INDIA,wireless,154686843.0,01-05-2013,VODAFONE IDEA
2011,9,ALL INDIA,wireline,1260796.0,01-09-2011,RELIANCE COMMUNICATIONS
2020,10,Assam,wireline,86873.0,01-10-2020,BSNL
2016,7,Uttar Pradesh (West),wireline,10189.0,01-07-2016,TATA TELE
2011,5,Andhra Pradesh,wireline,125107.0,01-05-2011,AIRTEL
2016,5,Andhra Pradesh,wireless,7645045.0,01-05-2016,VIDEOCON
2023,1,Haryana,wireless,7437444.0,01-01-2023,VODAFONE IDEA
2009,1,ALL INDIA,wireline,2658818.0,01-01-2009,AIRTEL
2025,3,Maharashtra,wireline,325461.0,01-03-2025,JIO
2014,9,Mumbai,wireline,10620.0,01-09-2014,VODAFONE IDEA
2023,2,West Bengal,wireline,199576.0,01-02-2023,JIO
2013,11,Madhya Pradesh,wireless,16619023.0,01-11-2013,VODAFONE IDEA
2010,4,Madhya Pradesh,wireless,4269469.0,01-04-2010,BSNL
2011,3,Gujarat,wireless,47913.0,01-03-2011,SISTEMA / MTS
2017,12,Kolkata,wireline,67394.0,01-12-2017,RELIANCE COMMUNICATIONS
2021,2,Karnataka,wireline,730480.0,01-02-2021,BSNL
2012,5,Himachal Pradesh,wireless,477999.0,01-05-2012,VODAFONE IDEA
2012,9,Karnataka,wireless,0.0,01-09-2012,ETISALAT
2013,2,ALL INDIA,wireline,32910.0,01-02-2013,VODAFONE IDEA
2021,4,Tamil Nadu,wireless,10728154.0,01-04-2021,BSNL
2025,1,Maharashtra,wireless,789583.0,01-01-2025,MTNL
2015,2,Bihar,wireless,982.0,01-02-2015,VIDEOCON
2021,9,Rajasthan,wireline,168146.0,01-09-2021,JIO
2011,8,Maharashtra,wireless,13845353.0,01-08-2011,VODAFONE IDEA
2024,10,Delhi,wireless,1684424.0,01-10-2024,MTNL
2010,10,Jammu And Kashmir,wireless,934811.0,01-10-2010,TELENOR
2019,8,North East 1,wireless,116234101.0,01-08-2019,BSNL
2012,1,Gujarat,wireless,3857732.0,01-01-2012,TATA TELE
2012,8,Jammu And Kashmir,wireless,2250447.0,01-08-2012,AIRTEL
2011,8,Mumbai,wireless,1218409.0,01-08-2011,VIDEOCON
2012,12,Uttar Pradesh (West),wireless,8999073.0,01-12-2012,VODAFONE IDEA
2012,11,Maharashtra,wireless,0.0,01-11-2012,HFCL / QUADRANT
2020,10,Uttar Pradesh (East),wireless,92489.0,01-10-2020,BSNL
2022,8,Uttar Pradesh (East),wireless,0.0,01-08-2022,RELIANCE COMMUNICATIONS
2012,8,Mumbai,wireless,3075552.0,01-08-2012,LOOP TELECOM
2022,3,Maharashtra,wireless,2152246.0,01-03-2022,MTNL
2016,11,Delhi,wireless,9983573.0,01-11-2016,TELENOR
2012,7,Kolkata,wireless,3910010.0,01-07-2012,AIRTEL
2019,2,Gujarat,wireless,18910786.0,01-02-2019,JIO
2025,2,Tamil Nadu,wireless,210840.0,01-02-2025,MTNL
2022,8,Rajasthan,wireless,10750310.0,01-08-2022,VODAFONE IDEA
2010,5,Odisha,wireless,184724.0,01-05-2010,SISTEMA / MTS
2014,11,Gujarat,wireless,185525.0,01-11-2014,SISTEMA / MTS
